Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/07/001/1/301031,07,Категория 07 — Последовательности сводок приземных данных (суша),307001,(Низкорасположенная станция),,301031,"Идентификация и тип станции, дата/время, местоположение (высокая точность), высота станции",,,,Operational
bufr4/3/07/001/1/302011,07,Категория 07 — Последовательности сводок приземных данных (суша),307001,(Низкорасположенная станция),,302011,Низкорасположенная станция Основная сводка приземных данных,,,,Operational
bufr4/3/07/002/1/301032,07,Категория 07 — Последовательности сводок приземных данных (суша),307002,(Низкорасположенная станция),,301032,"Идентификация и тип станции, дата/время, местоположение (низкая точность), высота станции",,,,Operational
bufr4/3/07/002/1/302011,07,Категория 07 — Последовательности сводок приземных данных (суша),307002,(Низкорасположенная станция),,302011,Низкорасположенная станция Основная сводка приземных данных,,,,Operational
bufr4/3/07/003/1/307001,07,Категория 07 — Последовательности сводок приземных данных (суша),307003,(Низкорасположенная станция),,307001,Низкорасположенная станция Местоположение,,,,Operational
bufr4/3/07/003/1/101000,07,Категория 07 — Последовательности сводок приземных данных (суша),307003,(Низкорасположенная станция),,101000,Повторение с задержкой 1 дескриптора,,,,Operational
bufr4/3/07/003/1/031001,07,Категория 07 — Последовательности сводок приземных данных (суша),307003,(Низкорасположенная станция),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/07/003/1/302005,07,Категория 07 — Последовательности сводок приземных данных (суша),307003,(Низкорасположенная станция),,302005,Облачный слой (Низкорасположенная станция),,,,Operational
bufr4/3/07/004/1/307002,07,Категория 07 — Последовательности сводок приземных данных (суша),307004,(высокая точность),,307002,Низкорасположенная станция Местоположение,,,,Operational
bufr4/3/07/004/1/101000,07,Категория 07 — Последовательности сводок приземных данных (суша),307004,(высокая точность),,101000,Повторение с задержкой 1 дескриптора,,,,Operational
bufr4/3/07/004/1/031001,07,Категория 07 — Последовательности сводок приземных данных (суша),307004,(высокая точность),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/07/004/1/302005,07,Категория 07 — Последовательности сводок приземных данных (суша),307004,(высокая точность),,302005,Облачный слой (Низкорасположенная станция),,,,Operational
bufr4/3/07/005/1/307001,07,Категория 07 — Последовательности сводок приземных данных (суша),307005,(низкая точность),,307001,Низкорасположенная станция Местоположение,,,,Operational
bufr4/3/07/005/1/101004,07,Категория 07 — Последовательности сводок приземных данных (суша),307005,(низкая точность),,101004,Повторить 1 дескриптор 4 раза,,,,Operational
bufr4/3/07/005/1/302005,07,Категория 07 — Последовательности сводок приземных данных (суша),307005,(низкая точность),,302005,Облачный слой 4 слоя (Низкорасположенная станция),,,,Operational
bufr4/3/07/006/1/307002,07,Категория 07 — Последовательности сводок приземных данных (суша),307006,(высокая точность),,307002,Низкорасположенная станция Местоположение,,,,Operational
