Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/06/001,06,Classe 06 — Position (horizontale – 2),006001,Longitude (précision élevée),°,5,-18000000,26,°,5,8,,,Operational,Original
bufr4/0/06/002,06,Classe 06 — Position (horizontale – 2),006002,Longitude (faible précision),°,2,-18000,16,°,2,5,,,Operational,Original
bufr4/0/06/011,06,Classe 06 — Position (horizontale – 2),006011,Incrément de longitude (précision élevée),°,5,-18000000,26,°,5,8,,,Operational,Original
bufr4/0/06/012,06,Classe 06 — Position (horizontale – 2),006012,Incrément de longitude (faible précision),°,2,-18000,16,°,2,5,,,Operational,Original
bufr4/0/06/015,06,Classe 06 — Position (horizontale – 2),006015,Décalage en longitude (précision élevée),°,5,-18000000,26,°,5,8,,,Operational,Original
bufr4/0/06/016,06,Classe 06 — Position (horizontale – 2),006016,Décalage en longitude (faible précision),°,2,-18000,16,°,2,5,,,Operational,Original
bufr4/0/06/021,06,Classe 06 — Position (horizontale – 2),006021,Distance,m,-1,0,13,m,-1,4,,,Operational,Original
bufr4/0/06/029,06,Classe 06 — Position (horizontale – 2),006029,Nombre d'ondes,–1 m,1,0,22,–1 m,1,7,,,Operational,Original
bufr4/0/06/030,06,Classe 06 — Position (horizontale – 2),006030,Numéro d'onde (spectrale),–1 rad m,5,0,13,–1 rad m,5,4,,,Operational,Original
bufr4/0/06/031,06,Classe 06 — Position (horizontale – 2),006031,Numéro de la rangée,Numérique,0,0,12,Numérique,0,4,,,Operational,Original
bufr4/0/06/032,06,Classe 06 — Position (horizontale – 2),006032,Décalage X (voir la note 6),m,2,-1073741824,31,m,2,11,(voir Note 6),183,Operational,Original
bufr4/0/06/033,06,Classe 06 — Position (horizontale – 2),006033,Taille des pixels sur l'horizontale – 2,m,-1,0,16,m,-1,5,,,Operational,Original
bufr4/0/06/034,06,Classe 06 — Position (horizontale – 2),006034,Numéro de cellule dans le plan transversal,Numérique,0,0,7,Numérique,0,3,,,Operational,Original
bufr4/0/06/035,06,Classe 06 — Position (horizontale – 2),006035,Taille maximale de la dimension y,Numérique,0,0,12,Numérique,0,4,,,Operational,Original
bufr4/0/06/040,06,Classe 06 — Position (horizontale – 2),006040,Rayon de confiance,m,0,0,13,m,0,4,,,Operational,Original
